Churn,AccountWeeks,ContractRenewal,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
0,0.6764894644252240,0.32758047881347900,1.480203726282160,-0.4279320210630440,1.566766952415640,0.476643152060273,1.9907270310622700,-0.07158359761856830,-0.08500822876431870
0,0.14906504689790900,0.32758047881347900,2.266072482595830,-0.4279320210630440,-0.33373776358506600,1.1245028401090700,1.564510250757310,-0.10708191432817600,1.2404816915093600
0,0.9025285005083590,0.32758047881347900,-0.6416419157647670,-1.1882184955849700,1.1683036448097000,0.6759845945368260,-0.26213309340679200,-1.57434567165864,0.7031209130200290
0,-0.4285902675367690,-3.0526849573639900,-0.6416419157647670,0.3323544534588780,2.1965960515347100,-1.4669359120861200,0.04230746395389210,-2.741845865663530,-1.3030259933401300
0,-0.6546293036199040,-3.0526849573639900,-0.6416419157647670,1.0926409279808000,-0.2400897051154660,0.6261492339176880,-0.9319023196002960,-1.0379266636023400,-0.049184176865030300
0,0.4253349798884070,-3.0526849573639900,-0.6416419157647670,-1.1882184955849700,0.8010563566936170,-0.12138117536938700,0.04230746395389210,0.385950262194157,-1.4104981490379900
0,0.5006813252494520,0.32758047881347900,0.9536716595519950,1.0926409279808000,0.705572061783436,-0.6197347815607690,1.8872172415596400,2.9102750059885000,-0.9806095262465320
0,1.153682985045180,-3.0526849573639900,-0.6416419157647670,-1.1882184955849700,-0.4182046398517640,-1.0682530271330100,-1.2363428769609800,-1.9293288387547200,-1.1239057338436900
0,0.40021953143472600,0.32758047881347900,-0.49232685206516900,-0.4279320210630440,0.08676038130784380,-0.17121653598852500,0.46243543311163600,2.969438867171180,-0.5507209034550700
0,1.002990294323090,-3.0526849573639900,1.7316817283025300,-1.1882184955849700,1.4474115837779200,-0.8190762240373230,2.2464570992452400,0.41356006407940800,0.34488039402714300
1,-0.9057837881567200,0.32758047881347900,-0.4137399764338010,1.8529274025027200,-0.930514606773694,1.822197888777010,-0.6944386848589630,0.5437205586813040,0.8822411725164710
0,-0.6797447520735850,0.32758047881347900,-0.37444653861811700,-1.1882184955849700,0.14551994740641600,1.323844282585620,-0.4204421832343470,-0.7421073576889410,-0.4074246958579160
0,1.6811074025724900,0.32758047881347900,-0.6416419157647670,-0.4279320210630440,-0.9360233160954350,-0.22105189660766300,-1.5407834343216600,-1.8938305220451100,0.34488039402714300
0,-0.15232033454627100,0.32758047881347900,-0.29585966298675000,1.0926409279808000,-0.42554958561408600,-0.6197347815607690,-0.237777848817937,0.9184250128382780,0.7389449649193180
0,-0.9811301335177650,0.32758047881347900,-0.6416419157647670,1.8529274025027200,-1.084758467782450,-1.5167712727052600,-0.5665736507674750,2.0938137216675200,1.0255373801136300
1,1.5052992633967200,0.32758047881347900,-0.6416419157647670,1.8529274025027200,2.8117352591291500,-1.6662773545626700,1.6862864737015800,2.3028593645129900,-1.732914616131590
0,-0.40347481908308700,0.32758047881347900,2.2896485452852400,-0.4279320210630440,0.30527251773691100,1.9218686100152800,2.3743221333367300,1.5771160006721100,1.2763057434086500
0,-0.20255123145363400,0.32758047881347900,-0.6416419157647670,1.0926409279808000,0.20060704062382800,0.6759845945368260,-0.3230212048789280,0.3386191732480130,-0.7656652148508010
0,-0.629513855166222,0.32758047881347900,1.480203726282160,-0.4279320210630440,0.182244676218024,-1.7161127151818100,1.320957804868760,0.23212422311918900,-0.08500822876431870
0,-0.7048602005272670,0.32758047881347900,-0.6416419157647670,-0.4279320210630440,0.8194187210994210,-0.5200640603224930,-0.26213309340679200,-0.8170482485203360,0.9897133282143370
0,1.153682985045180,0.32758047881347900,-0.3980226013075280,-1.1882184955849700,-0.45309313222279200,0.825490676394241,-0.37782050520385100,0.7645989737633090,0.12993608263141200
1,-0.6043984067125400,0.32758047881347900,-0.6416419157647670,2.613213877024650,-2.155284312640820,-0.5698994209416310,-1.8452239916823500,-0.6119468630870450,-1.6254424604337300
0,0.726720361332587,0.32758047881347900,-0.6416419157647670,-1.1882184955849700,0.05921683469913790,0.5763138732985500,-1.114566654016710,-2.5249117079937000,-0.2641284882607610
0,0.24952684071263600,0.32758047881347900,-0.33515310080243400,0.3323544534588780,-1.2738908211622300,0.12779562772630500,-1.3033197995803300,-1.254860821272170,-0.9089614224479550
0,0.7769512582399500,0.32758047881347900,-0.6416419157647670,-1.1882184955849700,-1.8119080982522800,-0.719405502799046,-1.2972309884331200,0.8710939238921330,0.022463926933547200
0,1.8318000932945800,0.32758047881347900,-0.6416419157647670,1.0926409279808000,-1.0186539559215500,-1.217759108990430,-0.6883498737117490,1.5021751098407200,1.8853146256965500
0,-1.1067073757861700,0.32758047881347900,1.3780407879613800,-1.1882184955849700,0.6100877668732560,0.7258199551559640,1.3635794828992600,-0.19385557739610600,-0.2641284882607610
0,-1.1820537211472200,0.32758047881347900,-0.6416419157647670,1.0926409279808000,-0.8350303118635130,-1.367265190847840,-1.175454765488840,-0.8959333967639090,1.598722210502240
0,-2.0359789685723900,0.32758047881347900,-0.39016391374439100,-1.1882184955849700,0.1877533855397650,0.4268077914411350,0.1153731977204560,1.1274706556837500,-1.4104981490379900
0,-1.3076309634156300,0.32758047881347900,-0.4766094769388950,-0.4279320210630440,-1.1104657779505700,0.825490676394241,-0.9258135084530820,0.2794553120653330,0.30905634212785500
0,1.0281057427767700,0.32758047881347900,-0.6416419157647670,0.3323544534588780,-1.7439673499508100,-0.2708872572268010,-1.7843358802102100,-1.266693593508700,1.4196019510058000
0,-0.6546293036199040,0.32758047881347900,-0.6416419157647670,-0.4279320210630440,0.8506347405892870,0.2274663489645820,-0.018580647518244600,0.011245808037184000,0.022463926933547200
0,1.7815691963872200,0.32758047881347900,-0.6416419157647670,1.0926409279808000,0.5917254024674520,1.0248321188707900,-1.0536785425445700,-3.3492615071390400,0.846417120617183
1,-2.236902556201850,0.32758047881347900,-0.6416419157647670,-0.4279320210630440,1.2821503041256800,0.8753260370133790,0.4685242442588490,1.0130871907305600,0.5598247054228750
0,-1.1067073757861700,0.32758047881347900,1.118704098377870,-1.1882184955849700,-0.054629824616846300,-0.3207226178459400,0.7973200462083880,-0.11891468656471200,-0.6940171110522230
0,-0.7299756489809490,0.32758047881347900,2.4782570468005300,1.0926409279808000,0.7386243177138830,-1.0184176665138800,2.3986773779255800,0.3228421435992980,1.598722210502240
0,-1.634131793313490,0.32758047881347900,2.4389636089848400,-1.1882184955849700,-0.6146819389938660,1.3736796432047600,1.3331354271631900,-0.7578843873376560,1.527074106703670
0,-0.5792829582588590,0.32758047881347900,-0.6416419157647670,-0.4279320210630440,-0.8992985872838270,-1.8157834364200900,-0.8710142081281590,0.4490583807890160,-0.08500822876431870
0,0.8774130520546770,-3.0526849573639900,1.5902253521660700,1.0926409279808000,0.44299025078044000,0.2773017095837200,1.4062011609297600,-0.26485221081532200,0.09411203073212400
0,1.2039138819525400,0.32758047881347900,-0.6416419157647670,-0.4279320210630440,-0.7230198889881090,-0.3207226178459400,-0.5665736507674750,1.3956801597119000,0.30905634212785500
0,-0.0769739891852258,0.32758047881347900,-0.40588128887066400,1.0926409279808000,-0.981929227109945,0.07796026710716660,-1.0536785425445700,-0.675054981681904,-0.2999525401600500
1,0.8522976036009950,-3.0526849573639900,2.454680984111120,-1.1882184955849700,-0.12257057291832100,-0.7692408634181840,1.832417941234710,0.05857689698332770,1.5628981586029500
0,-1.6843626902208500,0.32758047881347900,-0.6416419157647670,0.3323544534588780,-1.0094727737186500,-0.9187469452755990,-0.6274617622396120,1.6007815451451900,-0.08500822876431870
0,1.4801838149430400,0.32758047881347900,-0.3430117883655700,1.0926409279808000,-1.7256049855450000,-1.1679237483712900,-1.4311848336718200,-0.7026647835671550,-0.37160064395862700
0,-0.9308992366104020,0.32758047881347900,-0.45303341424948500,-0.4279320210630440,-0.4732917330691760,-1.6662773545626700,-0.48133029470648400,0.48850095491080200,-2.413571602218070
0,-1.0564764788788100,0.32758047881347900,1.1658562237566900,0.3323544534588780,-1.081085994901290,-0.17121653598852500,0.3467480213145760,0.23606848053136800,-0.6223690072536470
0,-0.9057837881567200,0.32758047881347900,-0.6416419157647670,1.0926409279808000,0.5788717473833890,0.974996758251656,-0.3839093163510650,-0.7578843873376560,1.061361432012910
0,1.0281057427767700,0.32758047881347900,-0.3665878510549810,0.3323544534588780,0.1326662923223540,1.6228564463004500,-0.536129595031407,-1.310080425042670,-1.0164335781458200
1,0.45045042834208900,0.32758047881347900,-0.6416419157647670,2.613213877024650,-0.37964367459957600,0.6759845945368260,-0.5665736507674750,0.5989401624518050,-0.5148968515557810
0,-0.10208943763890700,0.32758047881347900,1.6923882904868500,-0.4279320210630440,-0.8552289127098980,1.7225271675387300,0.9373627025943030,0.3188978861871200,0.2732322902285670
0,-1.2322846180545800,0.32758047881347900,-0.39016391374439100,1.0926409279808000,0.22264187791079300,0.3769724308219960,0.17626130919259300,1.3562375855901100,-0.8731373705486660
0,-1.0313610304251300,0.32758047881347900,-0.6416419157647670,-0.4279320210630440,0.7496417363573660,-2.1646309607540600,-0.018580647518244600,0.20057016382176000,-1.2313778895415500
0,-2.287133453109210,0.32758047881347900,-0.6416419157647670,0.3323544534588780,0.11614016435713000,0.5763138732985500,-0.5056855392953390,-0.2135768644570000,0.4165284978257210
0,-0.1272048860925890,0.32758047881347900,-0.4766094769388950,0.3323544534588780,-0.35944507375319200,0.825490676394241,-0.25604428225957800,1.312850754056140,-0.33577659205933800
1,-0.3532439221757240,0.32758047881347900,-0.6416419157647670,2.613213877024650,-0.5283788262865880,-0.8689115846564610,-0.6883498737117490,0.37017323254544300,-0.19248038446218500
0,-0.5039366128978140,0.32758047881347900,-0.5551963525702630,-0.4279320210630440,-0.0785008983443916,-1.6662773545626700,-0.19515617078744100,0.9539233295478850,-0.013360124965741900
0,1.002990294323090,0.32758047881347900,-0.6416419157647670,-0.4279320210630440,-0.9709118084664630,-0.12138117536938700,-1.175454765488840,-0.414733992478112,-0.8014892667500890
1,0.5006813252494520,0.32758047881347900,0.592172031647704,1.0926409279808000,0.3419972465485190,1.4235150038239000,0.024041030512251300,-2.4775806190475500,-1.589618408534440
0,-0.8304374427956750,0.32758047881347900,-0.6416419157647670,1.0926409279808000,-0.5687760279793560,-1.5167712727052600,-0.5665736507674750,0.8987037257773840,0.6672968611207400
0,0.6011431190641790,0.32758047881347900,-0.6416419157647670,-0.4279320210630440,0.90939430668786,0.12779562772630500,-0.07946875899038140,-0.46600933883643500,0.6314728092214520
0,1.8318000932945800,0.32758047881347900,-0.6416419157647670,-0.4279320210630440,0.22631435079195400,-0.17121653598852500,-0.5056855392953390,-0.6119468630870450,0.4165284978257210
0,0.3751040829810440,0.32758047881347900,1.8181272914970400,0.3323544534588780,1.6310352278359500,-0.8689115846564610,2.1916577989203200,-0.45023230918772000,0.48817660162429800
0,-0.6797447520735850,0.32758047881347900,2.454680984111120,0.3323544534588780,0.25569413384124000,-0.4702286997033550,2.25863472153967,0.8908152109530270,1.5628981586029500
0,1.2039138819525400,0.32758047881347900,2.0303118557017300,1.0926409279808000,0.016983396565788600,-0.4203933390842160,1.503622139285170,-0.26090795340314400,0.846417120617183
0,-1.5839008964061200,0.32758047881347900,-0.6416419157647670,0.3323544534588780,-0.8919536415215060,-0.12138117536938700,-1.175454765488840,-0.7499958725132990,-0.7298411629515130
0,-1.5336699994987600,0.32758047881347900,0.6707589072790720,0.3323544534588780,-0.5816296830634190,-1.3174298302287100,0.024041030512251300,-0.6198353779114020,-1.4463222009372800
