Churn,AccountWeeks,ContractRenewal,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Cluster
0,0.6764894644252237,1,1.480203726282158,-0.4279320210630441,1.566766952415641,0.476643152060273,1.990727031062268,-0.0715835976185683,-0.0850082287643186,0
0,0.149065046897909,1,2.266072482595834,-0.4279320210630441,-0.3337377635850663,1.1245028401090709,1.564510250757311,-0.1070819143281762,1.2404816915093566,0
0,0.9025285005083584,1,-0.6416419157647673,-1.1882184955849664,1.1683036448096953,0.6759845945368261,-0.2621330934067916,-1.57434567165864,0.7031209130200288,1
0,-0.4285902675367689,0,-0.6416419157647673,0.3323544534588781,2.1965960515347147,-1.4669359120861205,0.0423074639538921,-2.741845865663525,-1.3030259933401287,1
0,-0.6546293036199038,0,-0.6416419157647673,1.0926409279808005,-0.2400897051154664,0.6261492339176878,-0.931902319600296,-1.0379266636023412,-0.0491841768650302,1
0,0.4253349798884072,0,-0.6416419157647673,-1.1882184955849664,0.8010563566936167,-0.1213811753693865,0.0423074639538921,0.385950262194157,-1.4104981490379942,1
0,0.5006813252494522,1,0.9536716595519948,1.0926409279808005,0.705572061783436,-0.6197347815607694,1.8872172415596355,2.9102750059885034,-0.980609526246532,0
0,1.153682985045175,0,-0.6416419157647673,-1.1882184955849664,-0.4182046398517643,-1.0682530271330142,-1.2363428769609797,-1.92932883875472,-1.1239057338436862,1
0,0.4002195314347255,1,-0.4923268520651688,-0.4279320210630441,0.0867603813078437,-0.1712165359885248,0.4624354331116356,2.969438867171183,-0.5507209034550697,1
0,1.002990294323085,0,1.731681728302534,-1.1882184955849664,1.4474115837779151,-0.8190762240373226,2.2464570992452426,0.4135600640794077,0.3448803940271434,0
0,-0.6797447520735854,1,-0.3744465386181174,-1.1882184955849664,0.1455199474064161,1.323844282585624,-0.4204421832343473,-0.7421073576889413,-0.4074246958579156,1
0,1.6811074025724897,1,-0.6416419157647673,-0.4279320210630441,-0.9360233160954348,-0.2210518966076631,-1.5407834343216635,-1.8938305220451117,0.3448803940271434,1
0,-0.1523203345462707,1,-0.2958596629867498,1.0926409279808005,-0.4255495856140859,-0.6197347815607694,-0.237777848817937,0.9184250128382776,0.7389449649193177,1
0,-0.9811301335177652,1,-0.6416419157647673,1.8529274025027227,-1.084758467782447,-1.516771272705259,-0.5665736507674753,2.093813721667519,1.0255373801136256,1
0,-0.4034748190830872,1,2.289648545285244,-0.4279320210630441,0.3052725177369106,1.9218686100152835,2.3743221333367295,1.5771160006721148,1.2763057434086458,0
0,-0.202551231453634,1,-0.6416419157647673,1.0926409279808005,0.2006070406238279,0.6759845945368261,-0.3230212048789284,0.3386191732480133,-0.7656652148508009,1
0,-0.629513855166222,1,1.480203726282158,-0.4279320210630441,0.182244676218024,-1.716112715181812,1.320957804868764,0.2321242231191894,-0.0850082287643186,0
0,-0.7048602005272671,1,-0.6416419157647673,-0.4279320210630441,0.8194187210994207,-0.5200640603224929,-0.2621330934067916,-0.8170482485203358,0.9897133282143372,1
0,1.153682985045175,1,-0.3980226013075277,-1.1882184955849664,-0.4530931322227918,0.825490676394241,-0.3778205052038513,0.7645989737633093,0.1299360826314123,1
0,0.726720361332587,1,-0.6416419157647673,-1.1882184955849664,0.0592168346991378,0.5763138732985496,-1.114566654016706,-2.5249117079936982,-0.2641284882607613,1
0,0.2495268407126356,1,-0.3351531008024336,0.3323544534588781,-1.2738908211622273,0.1277956277263049,-1.3033197995803305,-1.254860821272168,-0.9089614224479547,1
0,0.7769512582399503,1,-0.6416419157647673,-1.1882184955849664,-1.8119080982522824,-0.719405502799046,-1.2972309884331163,0.8710939238921331,0.0224639269335471,1
0,1.8318000932945795,1,-0.6416419157647673,1.0926409279808005,-1.0186539559215528,-1.217759108990429,-0.6883498737117489,1.5021751098407194,1.8853146256965505,1
0,-1.1067073757861734,1,1.37804078796138,-1.1882184955849664,0.6100877668732558,0.7258199551559644,1.3635794828992598,-0.1938555773961064,-0.2641284882607613,0
0,-1.1820537211472184,1,-0.6416419157647673,1.0926409279808005,-0.8350303118635133,-1.367265190847844,-1.175454765488843,-0.8959333967639092,1.598722210502242,1
0,-2.0359789685723944,1,-0.3901639137443909,-1.1882184955849664,0.1877533855397654,0.4268077914411347,0.1153731977204564,1.1274706556837466,-1.4104981490379942,1
0,-1.307630963415627,1,-0.4766094769388953,-0.4279320210630441,-1.1104657779505724,0.825490676394241,-0.9258135084530822,0.2794553120653332,0.309056342127855,1
0,1.0281057427767668,1,-0.6416419157647673,0.3323544534588781,-1.7439673499508082,-0.2708872572268014,-1.7843358802102105,-1.266693593508704,1.4196019510057991,1
0,-0.6546293036199038,1,-0.6416419157647673,-0.4279320210630441,0.8506347405892871,0.2274663489645815,-0.0185806475182446,0.0112458080371839,0.0224639269335471,1
0,1.7815691963872162,1,-0.6416419157647673,1.0926409279808005,0.5917254024674519,1.0248321188707945,-1.0536785425445694,-3.3492615071390395,0.846417120617183,1
0,-1.1067073757861734,1,1.118704098377867,-1.1882184955849664,-0.0546298246168462,-0.3207226178459397,0.7973200462083883,-0.118914686564712,-0.6940171110522234,0
0,-0.7299756489809487,1,2.4782570468005263,1.0926409279808005,0.7386243177138833,-1.0184176665138758,2.3986773779255848,0.3228421435992983,1.598722210502242,0
0,-1.634131793313488,1,2.4389636089848428,-1.1882184955849664,-0.6146819389938661,1.3736796432047622,1.3331354271631914,-0.7578843873376556,1.527074106703665,0
0,-0.5792829582588588,1,-0.6416419157647673,-0.4279320210630441,-0.8992985872838271,-1.8157834364200889,-0.8710142081281591,0.4490583807890157,-0.0850082287643186,1
0,0.8774130520546769,0,1.5902253521660723,1.0926409279808005,0.4429902507804401,0.2773017095837198,1.4062011609297558,-0.2648522108153223,0.0941120307321239,0
0,1.2039138819525383,1,-0.6416419157647673,-0.4279320210630441,-0.7230198889881094,-0.3207226178459397,-0.5665736507674753,1.3956801597118955,0.309056342127855,1
0,-0.0769739891852258,1,-0.4058812888706644,1.0926409279808005,-0.981929227109945,0.0779602671071666,-1.0536785425445694,-0.675054981681904,-0.2999525401600497,1
0,-1.6843626902208515,1,-0.6416419157647673,0.3323544534588781,-1.0094727737186509,-0.9187469452755992,-0.6274617622396121,1.600781545145186,-0.0850082287643186,1
0,1.4801838149430364,1,-0.3430117883655704,1.0926409279808005,-1.7256049855450042,-1.1679237483712908,-1.4311848336718174,-0.7026647835671548,-0.3716006439586271,1
0,-0.930899236610402,1,-0.453033414249485,-0.4279320210630441,-0.4732917330691761,-1.6662773545626737,-0.481330294706484,0.4885009549108022,-2.413571602218073,1
0,-1.05647647887881,1,1.1658562237566872,0.3323544534588781,-1.081085994901286,-0.1712165359885248,0.3467480213145759,0.236068480531368,-0.6223690072536466,0
0,-0.9057837881567202,1,-0.6416419157647673,1.0926409279808005,0.5788717473833893,0.974996758251656,-0.3839093163510651,-0.7578843873376556,1.061361432012914,1
0,1.0281057427767668,1,-0.3665878510549807,0.3323544534588781,0.1326662923223536,1.6228564463004538,-0.536129595031407,-1.310080425042669,-1.0164335781458202,1
0,-0.1020894376389074,1,1.6923882904868504,-0.4279320210630441,-0.8552289127098981,1.7225271675387304,0.9373627025943024,0.3188978861871197,0.2732322902285666,0
0,-1.2322846180545817,1,-0.3901639137443909,1.0926409279808005,0.2226418779107929,0.3769724308219964,0.1762613091925931,1.3562375855901092,-0.8731373705486664,1
0,-1.0313610304251284,1,-0.6416419157647673,-0.4279320210630441,0.7496417363573655,-2.1646309607540566,-0.0185806475182446,0.2005701638217601,-1.2313778895415517,1
0,-2.287133453109211,1,-0.6416419157647673,0.3323544534588781,0.1161401643571299,0.5763138732985496,-0.5056855392953387,-0.2135768644570001,0.4165284978257209,1
0,-0.1272048860925891,1,-0.4766094769388953,0.3323544534588781,-0.3594450737531919,0.825490676394241,-0.2560442822595778,1.312850754056144,-0.3357765920593381,1
0,-0.5039366128978139,1,-0.5551963525702629,-0.4279320210630441,-0.0785008983443916,-1.6662773545626737,-0.1951561707874411,0.9539233295478854,-0.0133601249657418,1
0,1.002990294323085,1,-0.6416419157647673,-0.4279320210630441,-0.9709118084664624,-0.1213811753693865,-1.175454765488843,-0.414733992478112,-0.8014892667500892,1
0,-0.8304374427956753,1,-0.6416419157647673,1.0926409279808005,-0.5687760279793563,-1.516771272705259,-0.5665736507674753,0.8987037257773839,0.6672968611207403,1
0,0.6011431190641787,1,-0.6416419157647673,-0.4279320210630441,0.90939430668786,0.1277956277263049,-0.0794687589903813,-0.4660093388364349,0.6314728092214519,1
0,1.8318000932945795,1,-0.6416419157647673,-0.4279320210630441,0.2263143507919535,-0.1712165359885248,-0.5056855392953387,-0.6119468630870453,0.4165284978257209,1
0,0.3751040829810439,1,1.8181272914970383,0.3323544534588781,1.6310352278359548,-0.8689115846564609,2.191657798920319,-0.4502323091877199,0.4881766016242976,0
0,-0.6797447520735854,1,2.454680984111116,0.3323544534588781,0.2556941338412397,-0.4702286997033546,2.25863472153967,0.8908152109530267,1.5628981586029536,0
0,1.2039138819525383,1,2.0303118557017306,1.0926409279808005,0.0169833965657886,-0.4203933390842163,1.503622139285174,-0.2609079534031437,0.846417120617183,0
0,-1.5839008964061247,1,-0.6416419157647673,0.3323544534588781,-0.8919536415215059,-0.1213811753693865,-1.175454765488843,-0.7499958725132985,-0.7298411629515125,1
